team,values
Los Angeles Angels,"[[62.708,91.1,0], [65.893,86.609,0], [65.322,86.119,0], [73.107,74.957,0], [73.487,75.176,0], [81.301,63.632,0], [82.172,64.285,0], [98.783,40.34], [94.041,26.091,101.722,36.149,99.755,29.194], [56.745,3.446,0]]"
