leagueLevel,league,first,trophySelector,colour,sport,championship,trophy,month,year,number,date,note,t1,t1loc,nth,t1coord,t2,t2loc,t2coord,t3,t3loc,t3coord,t4,t4loc,t4coord
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,1978,505,4/1/1978,,Washington Bullets,"Washington, DC",4,"[-77.0368707, 38.9071923]",Seattle SuperSonics,"Seattle, Washington","[-122.3320708, 47.6062095]",Denver Nuggets,"Denver, Colorado","[-104.990251, 39.7392358]",Philadelphia 76ers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1978,506,5/1/1978,,Montreal Canadiens,"Montreal, Quebec",30,"[-73.567256, 45.5016889]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Philadelphia Flyers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1978,507,6/1/1978,,University of Southern California,"Los Angeles, California",33,"[-118.2436849, 34.0522342]",Arizona State University,"Tempe, Arizona","[-111.9400054, 33.4255104]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Miami,"Miami, Florida","[-80.1917902, 25.7616798]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1978,508,10/1/1978,,New York Yankees,"New York, New York",40,"[-74.0059728, 40.7127753]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]",Kansas City Royals,"Kansas City, Missouri","[-94.5785667, 39.0997265]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1978,509,11/1/1978,,Edmonton Eskimos,"Edmonton, Alberta",5,"[-113.4909267, 53.544389]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1979,510,1/1/1979,"AP, FWAA, NFF, UPI",University of Alabama,"Tuscaloosa, Alabama",8,"[-87.5691734999999, 33.2098407]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1979,511,1/1/1979,,Florida A&M,"Tallahassee, Florida",1,"[-84.2807328999999, 30.4382559]",University of Massachusetts,"Amherst, Massachusetts","[-72.5198537, 42.3732216]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1979,512,1/1/1979,"AP, FWAA, NFF, UPI",University of Southern California,"Los Angeles, California",34,"[-118.2436849, 34.0522342]",,,,,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1979,513,1/1/1979,,Pittsburgh Steelers,"Pittsburgh, Pennsylvania",12,"[-79.9958864, 40.4406247999999]",Dallas Cowboys,"Dallas, Texas","[-96.7969878999999, 32.7766642]",Houston Oilers,"Houston, Texas","[-95.3698028, 29.7604267]",Los Angeles Rams,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1979,514,3/1/1979,,Michigan State University,"East Lansing, Michigan",4,"[-84.4838654, 42.7369792]",Indiana State University,"Terre Haute, Indiana","[-87.4139091999999, 39.4667034]",DePaul University,"Chicago, Illinois","[-87.6297982, 41.8781136]",University of Pennsylvania,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,1979,515,4/1/1979,,Seattle SuperSonics,"Seattle, Washington",1,"[-122.3320708, 47.6062095]",Washington Bullets,"Washington, DC","[-77.0368707, 38.9071923]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]",San Antonio Spurs,"San Antonio, Texas","[-98.4936281999999, 29.4241219]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1979,516,5/1/1979,,Montreal Canadiens,"Montreal, Quebec",31,"[-73.567256, 45.5016889]",New York Rangers,"New York, New York","[-74.0059728, 40.7127753]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New York Islanders,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1979,517,6/1/1979,,"California State University, Fullerton","Fullerton, California",1,"[-117.9242123, 33.8703645]",University of Arkansas,"Fayetteville, Arkansas","[-94.1718542, 36.082156]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",Pepperdine University,"Malibu, California","[-118.7797571, 34.0259216]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1979,518,10/1/1979,,Pittsburgh Pirates,"Pittsburgh, Pennsylvania",13,"[-79.9958864, 40.4406247999999]",Baltimore Orioles,"Baltimore, Maryland","[-76.6121893, 39.2903848]",California Angels,"Los Angeles, California","[-118.2436849, 34.0522342]",Cincinnati Reds,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1979,519,11/1/1979,,Edmonton Eskimos,"Edmonton, Alberta",6,"[-113.4909267, 53.544389]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1980,520,1/1/1980,"AP, FWAA, NFF, UPI",University of Alabama,"Tuscaloosa, Alabama",9,"[-87.5691734999999, 33.2098407]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1980,521,1/1/1980,,Eastern Kentucky University,"Richmond, Kentucky",1,"[-84.2946539, 37.7478572]",Lehigh University,"Bethlehem, New Jersey","[-75.0026972, 40.6672137]",,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1980,522,1/1/1980,,Pittsburgh Steelers,"Pittsburgh, Pennsylvania",14,"[-79.9958864, 40.4406247999999]",Los Angeles Rams,"Los Angeles, California","[-118.2436849, 34.0522342]",Houston Oilers,"Houston, Texas","[-95.3698028, 29.7604267]",Tampa Bay Buccaneers,"Tampa, Florida","[-82.4571776, 27.950575]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1980,523,3/1/1980,,University of Louisville,"Louisville, Kentucky",1,"[-85.7584557, 38.2526647]",,,,Purdue University,"West Lafayette, Indiana","[-86.9080654999999, 40.4258686]",University of Iowa,"Iowa City, Iowa","[-91.5301683, 41.6611277]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,1980,524,4/1/1980,,Los Angeles Lakers,"Los Angeles, California",35,"[-118.2436849, 34.0522342]",Philadelphia 76ers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Seattle SuperSonics,"Seattle, Washington","[-122.3320708, 47.6062095]",Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1980,525,5/1/1980,,New York Islanders,"New York, New York",41,"[-74.0059728, 40.7127753]",Philadelphia Flyers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Buffalo Sabres,"Buffalo, New York","[-78.8783689, 42.8864467999999]",Minnesota North Stars,"Minneapolis, Minnesota","[-93.2650108, 44.977753]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1980,526,6/1/1980,,University of Arizona,"Tucson, Arizona",2,"[-110.9747108, 32.2226066]",University of Hawaii,"Honolulu, Hawaii","[-157.8583333, 21.3069444]",University of Miami,"Miami, Florida","[-80.1917902, 25.7616798]","California State, Los Angeles","Los Angeles, California","[-118.2436849, 34.0522342]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1980,527,10/1/1980,,Philadelphia Phillies,"Philadelphia, Pennsylvania",20,"[-75.1652215, 39.9525839]",Kansas City Royals,"Kansas City, Missouri","[-94.5785667, 39.0997265]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Houston Astros,"Houston, Texas","[-95.3698028, 29.7604267]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1980,528,11/1/1980,,Edmonton Eskimos,"Edmonton, Alberta",7,"[-113.4909267, 53.544389]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1981,529,1/1/1981,"AP, FWAA, NFF, UPI",University of Georgia,"Athens, Georgia",1,"[-83.357567, 33.9519347]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1981,530,1/1/1981,,Boise State University,"Boise, Idaho",1,"[-116.2146068, 43.6187102]",Eastern Kentucky University,"Richmond, Kentucky","[-84.2946539, 37.7478572]",,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1981,531,1/1/1981,,Oakland Raiders,"Oakland, California",6,"[-122.2711137, 37.8043637]",Philadelphia Eagles,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",San Diego Chargers,"San Diego, California","[-117.1610838, 32.715738]",Dallas Cowboys,"Dallas, Texas","[-96.7969878999999, 32.7766642]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1981,532,3/1/1981,,University of Indiana,"Bloomington, Indiana",4,"[-86.5263856999999, 39.165325]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,1981,533,4/1/1981,,Boston Celtics,"Boston, Massachusetts",25,"[-71.0588801, 42.3600825]",Houston Rockets,"Houston, Texas","[-95.3698028, 29.7604267]",Kansas City Kings,"Kansas City, Missouri","[-94.5785667, 39.0997265]",Philadelphia 76ers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1981,534,5/1/1981,,New York Islanders,"New York, New York",42,"[-74.0059728, 40.7127753]",Minnesota North Stars,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Calgary Flames,"Calgary, Alberta","[-114.0708459, 51.0486151]",New York Rangers,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1981,535,6/1/1981,,Arizona State University,"Tempe, Arizona",5,"[-111.9400054, 33.4255104]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1981,536,10/1/1981,,Los Angeles Dodgers,"Los Angeles, California",36,"[-118.2436849, 34.0522342]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",Montreal Expos,"Montreal, Quebec","[-73.567256, 45.5016889]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1981,537,11/1/1981,,Edmonton Eskimos,"Edmonton, Alberta",8,"[-113.4909267, 53.544389]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]"
NCAA,NCAA D1 - Women,TRUE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,1981,538,12/1/1981,,University of South Carolina,"Columbia, South Carolina",1,"[-81.0348144, 34.0007104]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",San Diego State University,"San Diego, California","[-117.1610838, 32.715738]",University of the Pacific,"Stockton, California","[-121.2907796, 37.9577016]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1982,539,1/1/1982,"AP, FWAA, NFF, UPI",Clemson University,"Clemson, South Carolina",1,"[-82.8373654, 34.6834382]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1982,540,1/1/1982,,Idaho State University,"Pocatello, Idaho",1,"[-112.4455344, 42.8713032]",Eastern Kentucky University,"Richmond, Kentucky","[-84.2946539, 37.7478572]",,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1982,541,1/1/1982,,San Francisco 49ers,"San Francisco, California",3,"[-122.4194155, 37.7749295]",Cincinnati Bengals,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",San Diego Chargers,"San Diego, California","[-117.1610838, 32.715738]",Dallas Cowboys,"Dallas, Texas","[-96.7969878999999, 32.7766642]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1982,542,3/1/1982,,University of North Carolina,"Chapel Hill, North Carolina",2,"[-79.0558445, 35.9131996]",Georgetown University,"Washington, DC","[-77.0368707, 38.9071923]",University of Houston,"Houston, Texas","[-95.3698028, 29.7604267]",University of Louisville,"Louisville, Kentucky","[-85.7584557, 38.2526647]"
NCAA,NCAA D1 - Women,TRUE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,1982,543,4/1/1982,,Louisiana Tech,"Rouston, Pennsylvania",1,"[-92.6680377, 32.5098297]",Cheyney State University,"Delaware Country, Pennsylvania","[-75.3878525, 39.907793]",University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",University of Maryland,"College Park, Maryland","[-76.93776, 38.9896967]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,1982,544,4/1/1982,,Los Angeles Lakers,"Los Angeles, California",37,"[-118.2436849, 34.0522342]",Philadelphia 76ers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",San Antonio Spurs,"San Antonio, Texas","[-98.4936281999999, 29.4241219]",Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1982,545,5/1/1982,,New York Islanders,"New York, New York",43,"[-74.0059728, 40.7127753]",Vancouver Canucks,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Quebec Nordiques,"Quebec City, Quebec","[-71.2079809, 46.8138783]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1982,546,6/1/1982,,University of Miami,"Miami, Florida",3,"[-80.1917902, 25.7616798]",Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]",University of Maine,"Orono, Maine","[-68.6719411, 44.8831125]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1982,547,10/1/1982,,St Louis Cardinals,"St Louis, Missouri",10,"[-90.1994041999999, 38.6270025]",Milwaukee Brewers,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]",California Angels,"Los Angeles, California","[-118.2436849, 34.0522342]",Atlanta Braves,"Atlanta, Georgia","[-84.3879824, 33.7489954]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1982,548,11/1/1982,,Edmonton Eskimos,"Edmonton, Alberta",9,"[-113.4909267, 53.544389]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NCAA,NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,1982,549,12/1/1982,,University of Hawaii,"Honolulu, Hawaii",1,"[-157.8583333, 21.3069444]",University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]",San Diego State University,"San Diego, California","[-117.1610838, 32.715738]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]"
NCAA,NCAA D1 - Women,TRUE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,1982,550,12/1/1982,,University of North Carolina,"Chapel Hill, North Carolina",3,"[-79.0558445, 35.9131996]",University of Central Florida,"Orlando, Florida","[-81.3792365, 28.5383355]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]",University of Missouri–St Louis,"St Louis, Missouri","[-90.1994041999999, 38.6270025]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1983,551,1/1/1983,,Eastern Kentucky University,"Richmond, Kentucky",2,"[-84.2946539, 37.7478572]",University of Delaware,"Newark, Delaware","[-75.7496572, 39.6837226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1983,552,1/1/1983,"AP, FWAA, NFF, USA/CNN, UPI",Penn State University,"Centre Country, Pennsylvania",3,"[-77.8367282, 40.8765649]",,,,,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1983,553,1/1/1983,,Washington Redskins,"Washington, DC",5,"[-77.0368707, 38.9071923]",Miami Dolphins,"Miami, Florida","[-80.1917902, 25.7616798]",New York Jets,"New York, New York","[-74.0059728, 40.7127753]",Dallas Cowboys,"Dallas, Texas","[-96.7969878999999, 32.7766642]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1983,554,3/1/1983,,North Carolina State,"Raleigh, North Carolina",2,"[-78.6381787, 35.7795897]",University of Houston,"Houston, Texas","[-95.3698028, 29.7604267]",University of Georgia,"Athens, Georgia","[-83.357567, 33.9519347]",University of Louisville,"Louisville, Kentucky","[-85.7584557, 38.2526647]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,1983,555,4/1/1983,,Philadelphia 76ers,"Philadelphia, Pennsylvania",21,"[-75.1652215, 39.9525839]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",San Antonio Spurs,"San Antonio, Texas","[-98.4936281999999, 29.4241219]",Milwaukee Bucks,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]"
NCAA,NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,1983,556,4/1/1983,,University of South Carolina,"Columbia, South Carolina",2,"[-81.0348144, 34.0007104]",Louisiana Tech,"Rouston, Pennsylvania","[-92.6680377, 32.5098297]",Old Dominion University,"Norfolk, Virginia","[-76.2858725999999, 36.8507689]",University of Georgia,"Athens, Georgia","[-83.357567, 33.9519347]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1983,557,5/1/1983,,New York Islanders,"New York, New York",44,"[-74.0059728, 40.7127753]",Edmonton Oilers,"Edmonton, Alberta","[-113.4909267, 53.544389]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1983,558,6/1/1983,,University of Texas,"Austin, Texas",7,"[-97.7430608, 30.267153]",University of Alabama,"Tuscaloosa, Alabama","[-87.5691734999999, 33.2098407]",University of Michigan,"Ann Arbor, Michigan","[-83.7430378, 42.2808256]",Arizona State University,"Tempe, Arizona","[-111.9400054, 33.4255104]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1983,559,10/1/1983,,Baltimore Orioles,"Baltimore, Maryland",7,"[-76.6121893, 39.2903848]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1983,560,11/1/1983,,Toronto Argonauts,"Toronto, Ontario",31,"[-79.3831843, 43.653226]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]"
NCAA,NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,1983,561,12/1/1983,,University of Hawaii,"Honolulu, Hawaii",2,"[-157.8583333, 21.3069444]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of the Pacific,"Stockton, California","[-121.2907796, 37.9577016]"
NCAA,NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,1983,562,12/1/1983,,University of North Carolina,"Chapel Hill, North Carolina",4,"[-79.0558445, 35.9131996]",George Mason University,"Fairfax, Virginia","[-77.3063732999999, 38.8462235999999]",University of Massachusetts,"Amherst, Massachusetts","[-72.5198537, 42.3732216]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,1984,563,1/1/1984,,University of Southern Illinois,"Carbondale, Illinois",1,"[-89.2167501, 37.7272727]",Western Carolina University,"Cullowhee, North Carolina","[-83.1765333, 35.3137111]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1984,564,1/1/1984,"AP, FWAA, NFF, USA/CNN, UPI",University of Miami,"Miami, Florida",4,"[-80.1917902, 25.7616798]",,,,,,,,,
NFL,NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,1984,565,1/1/1984,,Los Angeles Raiders,"Los Angeles, California",38,"[-118.2436849, 34.0522342]",Washington Redskins,"Washington, DC","[-77.0368707, 38.9071923]",Seattle Seahawks,"Seattle, Washington","[-122.3320708, 47.6062095]",San Francisco 49ers,"San Francisco, California","[-122.4194155, 37.7749295]"
NCAA,NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,1984,566,3/1/1984,,Georgetown University,"Washington, DC",6,"[-77.0368707, 38.9071923]",University of Houston,"Houston, Texas","[-95.3698028, 29.7604267]",University of Kentucky,"Lexington, Kentucky","[-84.5037164, 38.0405837]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]"
NCAA,NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,1984,567,4/1/1984,,University of South Carolina,"Columbia, South Carolina",3,"[-81.0348144, 34.0007104]",University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",Cheyney State University,"Delaware Country, Pennsylvania","[-75.3878525, 39.907793]",Louisiana Tech,"Rouston, Pennsylvania","[-92.6680377, 32.5098297]"
NBA,NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,1984,568,4/1/1984,,Boston Celtics,"Boston, Massachusetts",26,"[-71.0588801, 42.3600825]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Milwaukee Bucks,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]"
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,1984,569,5/1/1984,,Edmonton Oilers,"Edmonton, Alberta",10,"[-113.4909267, 53.544389]",New York Islanders,"New York, New York","[-74.0059728, 40.7127753]",Minnesota North Stars,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA,NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,1984,570,6/1/1984,,"California State University, Fullerton","Fullerton, California",2,"[-117.9242123, 33.8703645]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]",Arizona State University,"Tempe, Arizona","[-111.9400054, 33.4255104]"
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1984,571,10/1/1984,,Detroit Tigers,"Detroit, Michigan",15,"[-83.0457538, 42.331427]",San Diego Padres,"San Diego, California","[-117.1610838, 32.715738]",Kansas City Royals,"Kansas City, Missouri","[-94.5785667, 39.0997265]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]"
CFL,CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,1984,572,11/1/1984,,Winnipeg Blue Bombers,"Winnipeg, Manitoba",8,"[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]"
NCAA,NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,1984,573,12/1/1984,,University of California-Los Angeles,"Los Angeles, California",39,"[-118.2436849, 34.0522342]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of the Pacific,"Stockton, California","[-121.2907796, 37.9577016]",San Jose State University,"San Jose, California","[-121.8863286, 37.3382082]"
