leagueLevel,league,first,trophySelector,colour,sport,championship,trophy,month,year,number,date,note,t1,t1loc,nth,t1coord,t2,t2loc,t2coord,t3,t3loc,t3coord,t4,t4loc,t4coord
NCAA,NCAA D1 - Men,TRUE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1870,1,1/1/1870,NCF,Princeton University,"Princeton, New Jersey",1,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1870,2,1/1/1870,NCF,Rutgers University,"New Brunswick, New Jersey",1,"[-74.4518188, 40.4862157]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1871,3,1/1/1871,NCF,Princeton University,"Princeton, New Jersey",2,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1873,4,1/1/1873,NCF,Princeton University,"Princeton, New Jersey",3,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1874,5,1/1/1874,NCF,Princeton University,"Princeton, New Jersey",4,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1875,6,1/1/1875,NCF,Yale University,"New Haven, Connecticut",1,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1876,7,1/1/1876,NCF,Harvard University,"Cambridge, Massachusetts",1,"[-71.1097334999999, 42.3736158]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1877,8,1/1/1877,NCF,Yale University,"New Haven, Connecticut",2,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1878,9,1/1/1878,NCF,Yale University,"New Haven, Connecticut",3,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1879,10,1/1/1879,NCF,Princeton University,"Princeton, New Jersey",5,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1880,11,1/1/1880,NCF,Princeton University,"Princeton, New Jersey",6,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1881,12,1/1/1881,"NCF, NCF",Princeton University,"Princeton, New Jersey",7,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1881,13,1/1/1881,"NCF, NCF",Yale University,"New Haven, Connecticut",4,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1882,14,1/1/1882,NCF,Yale University,"New Haven, Connecticut",5,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1883,15,1/1/1883,NCF,Yale University,"New Haven, Connecticut",6,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1884,16,1/1/1884,"HAF, NCF",Yale University,"New Haven, Connecticut",7,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1885,17,1/1/1885,"HAF, NCF",Yale University,"New Haven, Connecticut",8,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1886,18,1/1/1886,"HAF, NCF",Princeton University,"Princeton, New Jersey",8,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1887,19,1/1/1887,"HAF, NCF",Yale University,"New Haven, Connecticut",9,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1888,20,1/1/1888,"HAF, NCF",Yale University,"New Haven, Connecticut",10,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1889,21,1/1/1889,"HAF, NCF",Yale University,"New Haven, Connecticut",11,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1890,22,1/1/1890,"HAF, NCF",Princeton University,"Princeton, New Jersey",9,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1891,23,1/1/1891,"HAF, NCF",Harvard University,"Cambridge, Massachusetts",2,"[-71.1097334999999, 42.3736158]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1892,24,1/1/1892,"HAF, NCF",Yale University,"New Haven, Connecticut",12,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1893,25,1/1/1893,"HAF, NCF",Yale University,"New Haven, Connecticut",13,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1894,26,1/1/1894,"HAF, NCF",Princeton University,"Princeton, New Jersey",10,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1895,27,1/1/1895,"HAF, NCF",Yale University,"New Haven, Connecticut",14,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1896,28,1/1/1896,"HAF, NCF",University of Pennsylvania,"Philadelphia, Pennsylvania",1,"[-75.1652215, 39.9525839]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1897,29,1/1/1897,"NCF, HAF, NCF",Lafayette College,"Easton, Pennsylvania",1,"[-75.2207323, 40.688432]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1897,30,1/1/1897,"NCF, HAF, NCF",Princeton University,"Princeton, New Jersey",11,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1898,31,1/1/1898,"HAF, NCF",University of Pennsylvania,"Philadelphia, Pennsylvania",2,"[-75.1652215, 39.9525839]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1899,32,1/1/1899,"HAF, NCF",Harvard University,"Cambridge, Massachusetts",3,"[-71.1097334999999, 42.3736158]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1900,33,1/1/1900,"HAF, NCF",Harvard University,"Cambridge, Massachusetts",4,"[-71.1097334999999, 42.3736158]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1901,34,1/1/1901,"HAF, NCF",Yale University,"New Haven, Connecticut",15,"[-72.9278835, 41.308274]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1902,35,1/1/1902,"HAF, NCF",University of Michigan,"Ann Arbor, Michigan",1,"[-83.7430378, 42.2808256]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1903,36,1/1/1903,"HAF, NCF",University of Michigan,"Ann Arbor, Michigan",2,"[-83.7430378, 42.2808256]",,,,,,,,,
MLB,MLB,TRUE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1903,37,10/1/1903,,Boston Americans,"Boston, Massachusetts",1,"[-71.0588801, 42.3600825]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Philadelphia Athletics,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1904,38,1/1/1904,"NCF, HAF, NCF",University of Michigan,"Ann Arbor, Michigan",3,"[-83.7430378, 42.2808256]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1904,39,1/1/1904,"NCF, HAF, NCF",Princeton University,"Princeton, New Jersey",12,"[-74.6672226, 40.3572976]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1905,41,1/1/1905,"NCF, HAF, NCF",University of Michigan,"Ann Arbor, Michigan",4,"[-83.7430378, 42.2808256]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1905,42,1/1/1905,"NCF, HAF, NCF",University of Pennsylvania,"Philadelphia, Pennsylvania",3,"[-75.1652215, 39.9525839]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1905,43,10/1/1905,,New York Giants,"New York, New York",1,"[-74.0059728, 40.7127753]",Philadelphia Athletics,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1906,44,1/1/1906,"HAF, NCF",University of Chicago,"Chicago, Illinois",1,"[-87.6297982, 41.8781136]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1906,45,10/1/1906,,Chicago White Sox,"Chicago, Illinois",2,"[-87.6297982, 41.8781136]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]",New York Highlanders,"New York, New York","[-74.0059728, 40.7127753]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1907,46,1/1/1907,"HAF, NCF",Princeton University,"Princeton, New Jersey",13,"[-74.6672226, 40.3572976]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1907,47,10/1/1907,,Chicago Cubs,"Chicago, Illinois",3,"[-87.6297982, 41.8781136]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Philadelphia Athletics,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1908,48,1/1/1908,"HAF, NCF",Yale University,"New Haven, Connecticut",16,"[-72.9278835, 41.308274]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1908,49,10/1/1908,,Chicago Cubs,"Chicago, Illinois",4,"[-87.6297982, 41.8781136]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Cleveland Naps,"Cleveland, Ohio","[-81.6943605, 41.49932]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1909,50,1/1/1909,"NCF, HAF, NCF",Louisiana State University,"Baton Rouge, Louisiana",1,"[-91.1871465999999, 30.4514677]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1909,51,1/1/1909,"NCF, HAF, NCF",University of Pennsylvania,"Philadelphia, Pennsylvania",4,"[-75.1652215, 39.9525839]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1909,52,10/1/1909,,Pittsburgh Pirates,"Pittsburgh, Pennsylvania",1,"[-79.9958864, 40.4406247999999]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
CFL,CRU,TRUE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,December,1909,53,12/1/1909,,University of Toronto Varsity Blues,"Toronto, Ontario",1,"[-79.3831843, 43.653226]",Toronto Parkdale Canoe Club,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1910,54,1/1/1910,"HAF, NCF",Yale University,"New Haven, Connecticut",17,"[-72.9278835, 41.308274]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1910,55,10/1/1910,,Philadelphia Athletics,"Philadelphia, Pennsylvania",5,"[-75.1652215, 39.9525839]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]",New York Highlanders,"New York, New York","[-74.0059728, 40.7127753]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,November,1910,56,11/1/1910,,University of Toronto Varsity Blues,"Toronto, Ontario",2,"[-79.3831843, 43.653226]",Hamilton Tigers,"Hamilton, Ontario","[-79.8711024, 43.2557206]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1911,57,1/1/1911,"HAF, NCF, NCF",University of Pittsburgh,"Pittsburgh, Pennsylvania",2,"[-79.9958864, 40.4406247999999]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1911,58,1/1/1911,"HAF, NCF, NCF",Harvard University,"Cambridge, Massachusetts",5,"[-71.1097334999999, 42.3736158]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1911,59,10/1/1911,,Philadelphia Athletics,"Philadelphia, Pennsylvania",6,"[-75.1652215, 39.9525839]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,November,1911,60,11/1/1911,,University of Toronto Varsity Blues,"Toronto, Ontario",3,"[-79.3831843, 43.653226]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1912,61,1/1/1912,"NCF, HAF, NCF",Penn State University,"Centre Country, Pennsylvania",1,"[-77.8367282, 40.8765649]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1912,62,1/1/1912,"NCF, HAF, NCF",Princeton University,"Princeton, New Jersey",14,"[-74.6672226, 40.3572976]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1912,63,10/1/1912,,Boston Red Sox,"Boston, Massachusetts",2,"[-71.0588801, 42.3600825]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",Washington Senators,"Washington, DC","[-77.0368707, 38.9071923]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,November,1912,64,11/1/1912,,Hamilton Alerts,"Hamilton, Ontario",1,"[-79.8711024, 43.2557206]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1913,65,1/1/1913,"HAF, NCF, NCF",Penn State University,"Centre Country, Pennsylvania",2,"[-77.8367282, 40.8765649]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1913,66,1/1/1913,"HAF, NCF, NCF",Harvard University,"Cambridge, Massachusetts",6,"[-71.1097334999999, 42.3736158]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1913,67,10/1/1913,,Philadelphia Athletics,"Philadelphia, Pennsylvania",7,"[-75.1652215, 39.9525839]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,November,1913,68,11/1/1913,,Hamilton Tigers,"Hamilton, Ontario",2,"[-79.8711024, 43.2557206]",Toronto Parkdale Canoe Club,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1914,69,1/1/1914,"HAF, NCF",Harvard University,"Cambridge, Massachusetts",7,"[-71.1097334999999, 42.3736158]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1914,70,10/1/1914,,Boston Braves,"Boston, Massachusetts",3,"[-71.0588801, 42.3600825]",Philadelphia Athletics,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,December,1914,71,12/1/1914,,Toronto Argonauts,"Toronto, Ontario",4,"[-79.3831843, 43.653226]",University of Toronto Varsity Blues,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1915,72,1/1/1915,"HAF, NCF",United States Military Academy,"West Point, New York",1,"[-73.9559721, 41.3914827]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1915,73,10/1/1915,,Boston Red Sox,"Boston, Massachusetts",4,"[-71.0588801, 42.3600825]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Boston Braves,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Dominion Amateur Rugby Football Championship,Grey Cup,November,1915,74,11/1/1915,,Hamilton Tigers,"Hamilton, Ontario",3,"[-79.8711024, 43.2557206]",Toronto Rowing Association,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1916,75,1/1/1916,"HAF, NCF",Cornell University,"Ithaca, New York",1,"[-76.5018807, 42.4439614]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1916,76,10/1/1916,,Boston Red Sox,"Boston, Massachusetts",5,"[-71.0588801, 42.3600825]",Brooklyn Robins,"New York, New York","[-74.0059728, 40.7127753]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1917,78,1/1/1917,"HAF, NCF",University of Pittsburgh,"Pittsburgh, Pennsylvania",3,"[-79.9958864, 40.4406247999999]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1917,79,10/1/1917,,Chicago White Sox,"Chicago, Illinois",5,"[-87.6297982, 41.8781136]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1918,81,1/1/1918,"HAF, NCF",Georgia Tech,"Atlanta, Georgia",1,"[-84.3879824, 33.7489954]",,,,,,,,,
NHL,NHL,TRUE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,March,1918,82,3/1/1918,,Toronto Arenas,"Toronto, Ontario",5,"[-79.3831843, 43.653226]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1918,83,10/1/1918,,Boston Red Sox,"Boston, Massachusetts",6,"[-71.0588801, 42.3600825]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]",Cleveland Indians,"Cleveland, Ohio","[-81.6943605, 41.49932]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1919,85,1/1/1919,"NCF, HAF, NCF",University of Michigan,"Ann Arbor, Michigan",5,"[-83.7430378, 42.2808256]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1919,86,1/1/1919,"NCF, HAF, NCF",University of Pittsburgh,"Pittsburgh, Pennsylvania",4,"[-79.9958864, 40.4406247999999]",,,,,,,,,
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,March,1919,87,3/1/1919,,Montreal Canadiens,"Montreal, Quebec",1,"[-73.567256, 45.5016889]",Ottawa Senators,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]",,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1919,88,10/1/1919,,Cincinnati Reds,"Cincinnati, Ohio",1,"[-84.5120196, 39.1031182]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Cleveland Indians,"Cleveland, Ohio","[-81.6943605, 41.49932]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1920,90,1/1/1920,"CFRA, HAF, NCF, CFRA, NCF, NCF",Texas A&M,"College Station, Texas",1,"[-96.3344068, 30.627977]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1920,91,1/1/1920,"CFRA, HAF, NCF, CFRA, NCF, NCF",University of Illinois,"Champaign County, Illinois",1,"[-88.2461182999999, 40.2138865]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1920,92,1/1/1920,"CFRA, HAF, NCF, CFRA, NCF, NCF",University of Notre Dame,"Notre Dame, Indiana",1,"[-86.2379328, 41.7001908]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1920,93,1/1/1920,"CFRA, HAF, NCF, CFRA, NCF, NCF",Harvard University,"Cambridge, Massachusetts",8,"[-71.1097334999999, 42.3736158]",,,,,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1920,95,10/1/1920,,Cleveland Indians,"Cleveland, Ohio",1,"[-81.6943605, 41.49932]",Brooklyn Robins,"New York, New York","[-74.0059728, 40.7127753]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]"
CFL,CRU,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,December,1920,96,12/1/1920,,University of Toronto Varsity Blues,"Toronto, Ontario",6,"[-79.3831843, 43.653226]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1921,97,1/1/1921,"CFRA, HAF, NCF",University of California,"Berkeley, California",1,"[-122.272747, 37.8715926]",,,,,,,,,
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,March,1921,98,3/1/1921,,Ottawa Senators,"Ottawa, Ontario",1,"[-75.6971930999999, 45.4215296]",Toronto St. Patricks,"Toronto, Ontario","[-79.3831843, 43.653226]",,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1921,99,10/1/1921,,New York Giants,"New York, New York",2,"[-74.0059728, 40.7127753]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Cleveland Indians,"Cleveland, Ohio","[-81.6943605, 41.49932]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
CFL,CRU/WCRFU,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,December,1921,100,12/1/1921,,Toronto Argonauts,"Toronto, Ontario",7,"[-79.3831843, 43.653226]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1922,101,1/1/1922,"CFRA, NCF, HAF",Cornell University,"Ithaca, New York",2,"[-76.5018807, 42.4439614]",,,,,,,,,
NCAA,NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,1922,102,1/1/1922,"CFRA, NCF, HAF",University of California,"Berkeley, California",2,"[-122.272747, 37.8715926]",,,,,,,,,
NHL,NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,March,1922,103,3/1/1922,,Toronto St. Patricks,"Toronto, Ontario",8,"[-79.3831843, 43.653226]",Ottawa Senators,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]",,,,,,
MLB,MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,1922,104,10/1/1922,,New York Giants,"New York, New York",3,"[-74.0059728, 40.7127753]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",St Louis Browns,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Cincinnati Reds,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
NFL,APFA/NFL,TRUE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,1922,105,12/1/1922,,Canton Bulldogs,"Canton, Ohio",1,"[-81.378447, 40.7989472999999]",Chicago Bears,"Chicago, Illinois","[-87.6297982, 41.8781136]",,,,,,
